order_id,type,side,price,quantity,timestamp
125,L,S,10032,195,124000
126,M,S,0,79,125000
127,L,B,10028,108,126000
128,L,S,9951,336,127000
129,L,B,9965,407,128000
130,C,,50,0,129000
131,M,B,0,85,130000
132,L,B,9929,420,131000
133,C,,69,0,132000
134,M,B,0,26,133000
135,L,B,10091,394,134000
136,L,B,9991,323,135000
137,L,S,9950,76,136000
138,M,B,0,97,137000
139,C,,33,0,138000
140,M,B,0,90,139000
141,L,B,10044,128,140000
142,C,,42,0,141000
143,L,S,9902,305,142000
144,L,S,9828,227,143000
145,L,S,9875,281,144000
146,L,B,9997,442,145000
147,L,B,10001,393,146000
148,M,B,0,31,147000
149,L,B,10094,147,148000
150,L,B,10021,78,149000
151,L,S,9983,362,150000
152,L,B,9964,32,151000
153,L,B,10065,464,152000
154,M,S,0,3,153000
155,C,,144,0,154000
156,L,B,9934,437,155000
157,C,,107,0,156000
158,L,S,10089,410,157000
159,L,B,10013,15,158000
160,L,S,10070,409,159000
161,L,B,9966,319,160000
162,L,S,10007,304,161000
163,L,B,9978,237,162000
164,L,B,9972,168,163000
165,L,B,10004,386,164000
166,C,,108,0,165000
167,L,B,9936,10,166000
168,M,B,0,45,167000
169,L,B,10018,16,168000
170,C,,64,0,169000
171,M,S,0,31,170000
172,L,S,9995,289,171000
173,C,,124,0,172000
174,M,S,0,22,173000
175,L,S,9978,84,174000
176,C,,38,0,175000
177,L,S,9887,295,176000
178,M,S,0,51,177000
179,C,,66,0,178000
180,L,S,9979,396,179000
181,L,S,9978,413,180000
182,L,S,10012,220,181000
183,M,B,0,83,182000
184,L,S,9940,422,183000
185,L,B,9909,236,184000
186,M,B,0,94,185000
187,L,S,10107,316,186000
188,M,S,0,62,187000
189,L,S,9951,126,188000
190,M,B,0,58,189000
191,L,B,9968,313,190000
192,M,B,0,64,191000
193,C,,62,0,192000
194,L,B,9998,306,193000
195,M,B,0,2,194000
196,L,B,10053,124,195000
197,M,B,0,98,196000
198,L,B,9983,9,197000
199,L,B,9930,355,198000
200,L,S,9943,177,199000
201,L,S,10062,170,200000
202,L,B,9984,370,201000
203,L,B,10045,275,202000
204,C,,180,0,203000
205,L,B,9894,390,204000
206,L,B,10010,52,205000
207,M,B,0,47,206000
208,L,B,9948,499,207000
209,L,B,9989,484,208000
210,L,S,9865,294,209000
211,L,B,10007,175,210000
212,L,B,10070,421,211000
213,L,B,9973,296,212000
214,L,B,10050,156,213000
215,L,B,10069,286,214000
216,M,S,0,80,215000
217,L,S,9932,441,216000
218,L,B,10022,292,217000
219,L,S,9990,107,218000
220,L,B,9839,42,219000
221,L,B,10004,231,220000
222,M,B,0,5,221000
223,L,S,10002,360,222000
224,C,,28,0,223000
225,M,S,0,81,224000
226,L,S,10010,116,225000
227,L,S,10031,424,226000
228,L,B,10023,423,227000
229,L,B,9914,64,228000
230,L,B,9957,277,229000
231,L,B,10030,21,230000
232,C,,194,0,231000
233,L,B,10143,429,232000
234,C,,159,0,233000
235,C,,201,0,234000
236,M,B,0,6,235000
237,M,B,0,67,236000
238,M,S,0,24,237000
239,C,,125,0,238000
240,L,B,10092,47,239000
241,L,B,9987,83,240000
242,L,S,10028,148,241000
243,M,B,0,98,242000
244,L,B,9977,497,243000
245,M,S,0,1,244000
246,M,S,0,53,245000
247,L,S,10054,319,246000
248,M,S,0,98,247000
249,L,B,10037,451,248000
250,M,B,0,81,249000
251,L,B,10040,82,250000
252,L,B,9961,431,251000
253,C,,230,0,252000
254,C,,93,0,253000
255,L,S,10025,261,254000
256,M,B,0,62,255000
257,C,,143,0,256000
258,L,B,10032,383,257000
259,C,,53,0,258000
260,L,S,10083,213,259000
261,L,S,10000,372,260000
262,L,S,10004,338,261000
263,L,B,9941,283,262000
264,M,B,0,42,263000
265,C,,145,0,264000
266,L,B,9986,398,265000
267,L,B,9855,196,266000
268,L,S,10024,421,267000
269,M,B,0,5,268000
270,L,S,9985,433,269000
271,L,S,10026,234,270000
272,L,B,10121,39,271000
273,L,S,9873,174,272000
274,L,B,10052,346,273000
275,C,,209,0,274000
276,C,,258,0,275000
277,C,,29,0,276000
278,L,B,10028,351,277000
279,C,,137,0,278000
280,M,B,0,13,279000
281,M,S,0,13,280000
282,L,S,10016,408,281000
283,L,B,9989,221,282000
284,L,S,9892,88,283000
285,L,S,9953,196,284000
286,L,B,10031,237,285000
287,L,B,9981,342,286000
288,L,S,10081,81,287000
289,L,S,9942,301,288000
290,L,S,9974,155,289000
291,L,B,9932,248,290000
292,L,B,9965,359,291000
293,L,S,10043,338,292000
294,L,B,10076,499,293000
295,L,S,9914,255,294000
296,M,S,0,100,295000
297,M,S,0,46,296000
298,L,B,10000,393,297000
299,M,S,0,81,298000
300,L,S,10111,21,299000
301,L,B,9906,47,300000
302,C,,187,0,301000
303,M,B,0,17,302000
304,M,S,0,47,303000
305,L,S,9949,426,304000
306,L,S,10163,152,305000
307,M,B,0,15,306000
308,L,B,9941,387,307000
309,C,,218,0,308000
310,C,,291,0,309000
311,L,S,10082,233,310000
312,L,S,10007,135,311000
313,L,S,10029,120,312000
314,L,S,9989,483,313000
315,L,S,10004,422,314000
316,L,S,10023,333,315000
317,L,B,10053,253,316000
318,L,B,9982,276,317000
319,L,B,9948,485,318000
320,L,S,9904,373,319000
321,L,B,10062,209,320000
322,C,,163,0,321000
323,L,B,10045,228,322000
324,L,B,9878,189,323000
325,L,S,10142,184,324000
326,L,B,10159,422,325000
327,L,S,9968,329,326000
328,L,S,10057,65,327000
329,M,B,0,98,328000
330,L,S,10018,417,329000
331,C,,196,0,330000
332,M,S,0,77,331000
333,L,S,10021,129,332000
334,M,B,0,4,333000
335,L,B,10027,404,334000
336,L,B,10010,380,335000
337,L,B,10019,33,336000
338,L,S,9969,258,337000
339,L,S,9998,373,338000
340,M,S,0,67,339000
341,L,S,10200,434,340000
342,L,S,10046,252,341000
343,M,B,0,11,342000
344,L,B,10065,300,343000
345,L,B,10066,306,344000
346,L,B,9976,360,345000
347,L,S,9982,450,346000
348,M,S,0,28,347000
349,L,S,9893,205,348000
350,L,B,10064,219,349000
351,L,B,10097,243,350000
352,L,S,9971,48,351000
353,L,S,9976,31,352000
354,L,S,10025,169,353000
355,M,B,0,86,354000
356,C,,233,0,355000
357,C,,354,0,356000
358,L,B,9989,260,357000
359,L,S,10028,115,358000
360,M,B,0,72,359000
361,L,S,9892,433,360000
362,L,S,9946,319,361000
363,L,S,10151,425,362000
364,M,B,0,35,363000
365,M,B,0,44,364000
366,L,B,10025,74,365000
367,L,B,10059,16,366000
368,L,S,10073,193,367000
369,L,B,9927,398,368000
370,C,,314,0,369000
371,L,B,10077,81,370000
372,M,B,0,11,371000
373,L,S,9929,140,372000
374,L,S,10006,177,373000
375,L,B,9967,342,374000
376,L,B,9931,307,375000
377,L,B,10107,392,376000
378,L,B,9962,4,377000
379,L,B,10056,118,378000
380,L,S,10059,413,379000
381,L,B,9997,236,380000
382,C,,184,0,381000
383,L,S,9929,364,382000
384,L,B,9857,88,383000
385,M,S,0,89,384000
386,C,,74,0,385000
387,L,B,10097,224,386000
388,L,S,9955,174,387000
389,L,S,10034,40,388000
390,L,B,9856,179,389000
391,L,S,9991,331,390000
392,M,B,0,19,391000
393,L,B,10064,39,392000
394,L,S,10092,253,393000
395,L,S,9912,452,394000
396,L,S,9952,320,395000
397,L,S,9972,241,396000
398,L,B,10065,141,397000
399,L,B,10066,20,398000
400,L,S,10033,40,399000
401,L,S,10075,197,400000
402,L,S,10048,406,401000
403,M,B,0,74,402000
404,M,B,0,61,403000
405,L,S,9885,429,404000
406,L,S,10037,259,405000
407,L,B,9947,269,406000
408,L,B,9803,191,407000
409,C,,221,0,408000
410,L,B,9904,332,409000
411,L,B,9933,286,410000
412,M,B,0,93,411000
413,C,,320,0,412000
414,C,,202,0,413000
415,L,S,10049,336,414000
416,M,B,0,77,415000
417,M,B,0,72,416000
418,L,S,9972,417,417000
419,L,S,10200,468,418000
420,L,S,9926,217,419000
421,L,B,9941,175,420000
422,C,,274,0,421000
423,L,S,10152,80,422000
424,L,S,10092,428,423000
425,M,S,0,85,424000
426,L,S,10067,68,425000
427,L,B,10043,320,426000
428,M,B,0,57,427000
429,L,B,10092,369,428000
430,L,B,9976,230,429000
431,L,B,10108,495,430000
432,M,B,0,25,431000
433,L,S,10073,145,432000
434,M,S,0,54,433000
435,C,,399,0,434000
436,L,S,9993,447,435000
437,L,S,10059,53,436000
438,M,S,0,16,437000
439,L,S,9940,140,438000
440,L,S,10014,467,439000
441,L,B,9975,179,440000
442,C,,242,0,441000
443,L,S,10019,192,442000
444,L,B,10200,51,443000
445,M,S,0,19,444000
446,L,B,10049,72,445000
447,M,B,0,79,446000
448,L,B,9910,132,447000
449,L,B,10084,217,448000
450,L,B,9967,155,449000
451,L,B,9941,33,450000
452,L,S,9929,306,451000
453,L,S,9906,150,452000
454,L,S,9952,124,453000
455,L,B,9961,185,454000
456,L,S,9930,260,455000
457,M,S,0,3,456000
458,L,B,9877,130,457000
459,M,B,0,9,458000
460,L,S,9859,322,459000
461,L,S,10001,181,460000
462,L,S,9965,90,461000
463,M,S,0,90,462000
464,L,B,10070,484,463000
465,L,B,10079,23,464000
466,M,S,0,41,465000
467,C,,289,0,466000
468,L,S,9983,332,467000
469,L,B,10003,400,468000
470,L,S,9983,224,469000
471,C,,378,0,470000
472,L,S,10118,174,471000
473,C,,285,0,472000
474,M,B,0,67,473000
475,L,B,9938,422,474000
476,L,B,10032,53,475000
477,L,S,9969,219,476000
478,L,B,10084,229,477000
479,L,S,9858,141,478000
480,L,S,10189,30,479000
481,L,S,9922,348,480000
482,L,B,10090,435,481000
483,L,S,10024,399,482000
484,L,B,10005,487,483000
485,L,S,9930,191,484000
486,L,B,9854,71,485000
487,L,B,9971,59,486000
488,L,B,9960,266,487000
489,L,S,9997,229,488000
490,L,S,10051,356,489000
491,C,,469,0,490000
492,L,B,10036,366,491000
493,L,B,10018,350,492000
494,C,,341,0,493000
495,M,S,0,71,494000
496,L,S,10062,475,495000
497,M,B,0,47,496000
498,L,B,9916,103,497000
499,M,B,0,64,498000
500,L,S,9919,283,499000
501,L,S,10088,34,500000
502,L,S,9985,394,501000
503,L,S,9921,65,502000
504,C,,95,0,503000
505,L,S,9924,400,504000
506,L,S,10113,394,505000
507,C,,429,0,506000
508,L,S,10039,156,507000
509,L,B,9930,364,508000
510,L,S,9946,41,509000
511,L,S,9994,283,510000
512,L,S,9978,329,511000
513,L,S,9981,79,512000
514,L,S,10049,474,513000
515,L,S,9966,15,514000
516,L,S,10006,108,515000
517,M,B,0,82,516000
518,L,S,9949,280,517000
519,L,S,9881,351,518000
520,L,B,10012,353,519000
521,L,B,9956,311,520000
522,L,S,10004,164,521000
523,M,S,0,52,522000
524,L,B,9946,239,523000
525,L,B,9978,73,524000
526,L,B,9932,128,525000
527,C,,198,0,526000
528,M,S,0,93,527000
529,L,S,10061,256,528000
530,C,,456,0,529000
531,L,B,10158,259,530000
532,L,B,10023,299,531000
533,L,B,9863,335,532000
534,M,B,0,2,533000
535,M,B,0,34,534000
536,M,S,0,47,535000
537,L,B,10004,288,536000
538,L,S,10070,392,537000
539,L,S,10035,320,538000
540,M,B,0,13,539000
541,L,S,9917,387,540000
542,L,S,10133,206,541000
543,L,B,10039,243,542000
544,L,B,10045,458,543000
545,L,B,9970,316,544000
546,M,B,0,44,545000
547,L,S,9975,251,546000
548,M,B,0,3,547000
549,L,S,10087,408,548000
550,C,,44,0,549000
551,L,B,9989,336,550000
552,M,S,0,74,551000
553,L,B,9920,370,552000
554,L,S,10009,76,553000
555,M,B,0,74,554000
556,C,,146,0,555000
557,L,B,9940,105,556000
558,L,S,10033,472,557000
559,L,S,9986,266,558000
560,L,B,9897,340,559000
561,L,B,10071,273,560000
562,L,B,9981,396,561000
563,C,,306,0,562000
564,L,B,10001,116,563000
565,C,,333,0,564000
566,M,S,0,89,565000
567,M,B,0,45,566000
568,L,S,10085,370,567000
569,L,B,9972,203,568000
570,M,S,0,19,569000
571,L,B,9942,366,570000
572,L,S,9939,110,571000
573,L,S,9909,478,572000
574,L,B,10084,123,573000
575,L,S,10069,272,574000
576,L,B,10048,242,575000
577,L,S,10035,3,576000
578,C,,200,0,577000
579,L,S,10054,103,578000
580,M,B,0,37,579000
581,L,S,9948,46,580000
582,M,B,0,95,581000
583,M,S,0,23,582000
584,L,S,10016,429,583000
585,L,B,9993,480,584000
586,M,S,0,38,585000
587,C,,16,0,586000
588,L,S,10054,233,587000
589,C,,519,0,588000
590,L,S,9974,69,589000
591,C,,468,0,590000
592,L,S,9948,332,591000
593,L,B,10094,378,592000
594,L,B,9981,313,593000
595,C,,419,0,594000
596,M,S,0,12,595000
597,L,B,9962,72,596000
598,L,S,10065,229,597000
599,M,S,0,39,598000
600,L,S,10002,134,599000
601,M,S,0,8,600000
602,M,B,0,21,601000
603,L,S,10082,160,602000
604,M,S,0,38,603000
605,L,B,9937,491,604000
606,L,B,9999,213,605000
607,M,S,0,97,606000
608,L,S,9910,112,607000
609,M,S,0,77,608000
610,C,,110,0,609000
611,L,S,9904,58,610000
612,L,S,10113,259,611000
613,L,S,10066,227,612000
614,L,B,10112,299,613000
615,L,S,9979,68,614000
616,L,B,10007,30,615000
617,L,S,9996,131,616000
618,M,S,0,75,617000
619,L,B,10013,359,618000
620,L,S,10023,479,619000
621,L,B,9990,93,620000
622,M,S,0,94,621000
623,L,B,10065,446,622000
624,C,,397,0,623000
625,L,S,9998,339,624000
626,C,,169,0,625000
627,M,B,0,23,626000
628,C,,411,0,627000
629,L,S,10000,12,628000
630,C,,476,0,629000
631,M,S,0,69,630000
632,L,B,10005,236,631000
633,L,B,10098,58,632000
634,L,S,9959,315,633000
635,M,S,0,3,634000
636,L,B,9940,345,635000
637,M,B,0,95,636000
638,L,B,9960,277,637000
639,L,S,10074,149,638000
640,L,S,10027,295,639000
641,L,S,9973,155,640000
642,C,,629,0,641000
643,L,B,9949,141,642000
644,L,S,10106,321,643000
645,M,S,0,7,644000
646,C,,614,0,645000
647,M,S,0,41,646000
648,M,B,0,39,647000
649,L,S,9900,243,648000
650,L,B,10023,238,649000
651,C,,544,0,650000
652,L,B,9971,272,651000
653,L,B,10027,473,652000
654,L,B,10092,275,653000
655,M,B,0,35,654000
656,L,S,10025,412,655000
657,M,S,0,72,656000
658,L,B,10006,465,657000
659,L,S,10156,493,658000
660,M,S,0,97,659000
661,L,B,10015,310,660000
662,M,B,0,31,661000
663,L,S,9940,184,662000
664,L,B,10056,452,663000
665,L,B,10074,430,664000
666,L,B,9992,161,665000
667,L,S,10006,134,666000
668,L,S,10036,369,667000
669,L,B,9969,427,668000
670,L,S,10057,484,669000
671,M,B,0,63,670000
672,C,,615,0,671000
673,M,B,0,94,672000
674,M,B,0,93,673000
675,L,B,10155,491,674000
676,L,B,9870,434,675000
677,L,S,10007,71,676000
678,M,B,0,91,677000
679,L,B,10002,234,678000
680,L,S,9954,248,679000
681,M,B,0,69,680000
682,L,B,9921,272,681000
683,M,S,0,37,682000
684,L,S,9945,466,683000
685,L,S,9893,269,684000
686,L,B,9880,137,685000
687,M,B,0,52,686000
688,L,B,9980,357,687000
689,L,S,10056,440,688000
690,L,B,9921,208,689000
691,L,S,10008,88,690000
692,L,S,10003,331,691000
693,M,S,0,13,692000
694,C,,77,0,693000
695,L,S,9970,139,694000
696,L,B,9920,474,695000
697,L,S,9978,436,696000
698,L,S,9965,301,697000
699,L,S,10066,154,698000
700,L,B,9862,428,699000
701,M,S,0,70,700000
702,L,S,10127,371,701000
703,L,S,10153,178,702000
704,L,B,10032,394,703000
705,L,S,9949,497,704000
706,M,B,0,35,705000
707,M,B,0,30,706000
708,L,S,9909,339,707000
709,L,S,10041,152,708000
710,M,S,0,11,709000
711,L,B,10008,200,710000
712,L,B,9963,3,711000
713,C,,458,0,712000
714,L,B,10028,230,713000
715,L,S,10031,53,714000
716,L,B,10075,167,715000
717,C,,25,0,716000
718,L,B,10049,44,717000
719,M,S,0,32,718000
720,L,B,9974,155,719000
721,L,B,10024,86,720000
722,L,B,9974,129,721000
723,C,,689,0,722000
724,L,S,10002,101,723000
725,L,B,10066,431,724000
726,L,S,10002,169,725000
727,L,B,10043,305,726000
728,L,B,9914,486,727000
729,M,B,0,23,728000
730,C,,361,0,729000
731,L,S,9913,125,730000
732,L,B,10004,403,731000
733,L,B,9918,280,732000
734,L,S,9966,14,733000
735,C,,480,0,734000
736,C,,267,0,735000
737,L,B,9957,408,736000
738,M,S,0,18,737000
739,L,B,9885,338,738000
740,L,B,9948,307,739000
741,L,B,10050,260,740000
742,C,,669,0,741000
743,L,B,10101,416,742000
744,L,S,9980,44,743000
745,L,B,9980,314,744000
746,L,S,9966,347,745000
747,L,S,9942,55,746000
748,L,B,10103,262,747000
749,M,S,0,89,748000
750,L,B,9912,302,749000
751,M,B,0,4,750000
752,L,B,10072,472,751000
753,C,,158,0,752000
754,M,S,0,45,753000
755,L,B,10020,244,754000
756,L,S,10073,232,755000
757,L,B,10012,435,756000
758,L,B,9970,410,757000
759,L,S,10001,82,758000
760,L,B,10041,237,759000
761,L,B,10038,222,760000
762,L,S,10087,453,761000
763,L,S,9921,106,762000
764,L,S,10066,408,763000
765,L,B,10029,167,764000
766,L,B,9970,344,765000
767,C,,529,0,766000
768,C,,359,0,767000
769,L,S,9948,433,768000
770,L,B,9968,345,769000
771,M,B,0,79,770000
772,L,S,9981,60,771000
773,L,S,10045,262,772000
774,L,S,9938,250,773000
775,L,S,9969,331,774000
776,C,,226,0,775000
777,L,B,10036,231,776000
778,L,S,10044,488,777000
779,L,B,10068,259,778000
780,M,B,0,63,779000
781,L,S,9843,251,780000
782,L,S,10013,17,781000
783,L,S,9955,87,782000
784,M,S,0,99,783000
785,M,S,0,15,784000
786,L,B,9804,278,785000
787,M,B,0,93,786000
788,L,B,9946,218,787000
789,L,S,10000,17,788000
790,L,B,9944,419,789000
791,L,S,10090,108,790000
792,M,S,0,45,791000
793,C,,605,0,792000
794,L,B,10081,72,793000
795,M,S,0,8,794000
796,L,S,9967,361,795000
797,L,S,9977,488,796000
798,C,,667,0,797000
799,M,B,0,97,798000
800,M,S,0,36,799000
801,C,,167,0,800000
802,M,B,0,19,801000
803,M,S,0,98,802000
804,M,B,0,19,803000
805,L,B,9938,325,804000
806,M,S,0,52,805000
807,L,B,10037,480,806000
808,C,,482,0,807000
809,C,,375,0,808000
810,L,S,10016,498,809000
811,L,S,9976,184,810000
812,C,,761,0,811000
813,L,B,9959,138,812000
814,L,B,10019,281,813000
815,L,S,9940,350,814000
816,M,B,0,81,815000
817,M,B,0,16,816000
818,C,,213,0,817000
819,L,B,10005,491,818000
820,L,S,10116,155,819000
821,L,S,9926,141,820000
822,L,B,10085,333,821000
823,L,B,10048,157,822000
824,M,S,0,55,823000
825,M,S,0,1,824000
826,L,B,9933,228,825000
827,L,S,9956,419,826000
828,L,S,9974,118,827000
829,L,S,9929,53,828000
830,L,B,9981,417,829000
831,M,B,0,87,830000
832,L,S,10062,5,831000
833,L,B,9973,384,832000
834,L,B,10037,352,833000
835,L,B,10029,64,834000
836,L,B,9978,494,835000
837,L,S,10001,128,836000
838,L,S,10095,312,837000
839,L,S,10127,449,838000
840,L,S,10021,261,839000
841,L,B,9930,407,840000
842,C,,513,0,841000
843,L,B,9908,327,842000
844,L,S,10194,479,843000
845,L,B,9973,430,844000
846,L,B,9954,489,845000
847,C,,103,0,846000
848,L,B,9897,135,847000
849,L,S,10063,147,848000
850,L,S,9979,213,849000
851,L,B,9948,79,850000
852,L,B,9937,262,851000
853,C,,774,0,852000
854,L,B,9904,333,853000
855,M,B,0,90,854000
856,L,S,9942,123,855000
857,L,B,9933,312,856000
858,L,S,10029,337,857000
859,M,B,0,91,858000
860,L,B,9939,265,859000
861,M,S,0,22,860000
862,L,S,10001,448,861000
863,L,S,10002,414,862000
864,L,S,9984,135,863000
865,M,S,0,10,864000
866,L,S,10124,86,865000
867,L,B,10045,53,866000
868,C,,677,0,867000
869,M,B,0,66,868000
870,L,S,10020,187,869000
871,L,B,10001,477,870000
872,C,,73,0,871000
873,L,S,9996,165,872000
874,L,S,9931,164,873000
875,L,B,9946,462,874000
876,L,B,10056,265,875000
877,C,,443,0,876000
878,L,B,9975,168,877000
879,L,B,10126,189,878000
880,L,S,9970,238,879000
881,L,S,10087,396,880000
882,M,S,0,70,881000
883,M,B,0,1,882000
884,C,,48,0,883000
885,L,B,10072,487,884000
886,L,S,9885,193,885000
887,M,S,0,14,886000
888,L,S,9852,498,887000
889,C,,711,0,888000
890,L,B,10082,119,889000
891,C,,542,0,890000
892,L,S,9894,298,891000
893,L,B,10028,420,892000
894,L,S,10090,67,893000
895,L,B,10037,162,894000
896,C,,439,0,895000
897,M,S,0,41,896000
898,L,B,10033,395,897000
899,L,B,9988,85,898000
900,L,B,10045,395,899000
901,L,B,10043,136,900000
902,C,,135,0,901000
903,L,S,10047,21,902000
904,L,S,9909,76,903000
905,L,B,9951,347,904000
906,L,S,10063,90,905000
907,L,B,9895,128,906000
908,L,B,10032,407,907000
909,L,B,10091,67,908000
910,L,B,9834,352,909000
911,L,S,9956,417,910000
912,L,S,9975,102,911000
913,C,,486,0,912000
914,M,B,0,43,913000
915,L,S,10143,222,914000
916,M,B,0,4,915000
917,L,B,10047,182,916000
918,L,B,9975,18,917000
919,L,S,10135,332,918000
920,L,B,9978,144,919000
921,L,B,9993,330,920000
922,C,,554,0,921000
923,L,S,9988,196,922000
924,M,B,0,70,923000
925,M,B,0,73,924000
926,L,B,9997,93,925000
927,L,S,10119,144,926000
928,L,S,10022,272,927000
929,L,S,10004,127,928000
930,M,B,0,95,929000
931,L,S,10039,113,930000
932,L,S,9881,433,931000
933,L,B,10100,163,932000
934,M,S,0,76,933000
935,L,S,10081,289,934000
936,C,,822,0,935000
937,C,,851,0,936000
938,C,,569,0,937000
939,L,B,9973,47,938000
940,L,S,10075,170,939000
941,C,,273,0,940000
942,M,B,0,23,941000
943,C,,832,0,942000
944,C,,94,0,943000
945,L,S,10009,470,944000
946,L,B,9938,38,945000
947,L,S,9990,203,946000
948,L,B,9920,375,947000
949,C,,782,0,948000
950,L,B,10163,163,949000
951,L,S,9947,403,950000
952,L,S,9857,418,951000
953,L,B,9987,374,952000
954,L,S,9968,294,953000
955,L,S,10016,309,954000
956,L,S,9997,314,955000
957,L,S,10033,382,956000
958,L,B,9986,164,957000
959,L,S,10088,328,958000
960,M,B,0,2,959000
961,L,B,10055,35,960000
962,L,S,9997,225,961000
963,M,S,0,53,962000
964,L,B,9980,280,963000
965,L,S,10021,389,964000
966,M,B,0,10,965000
967,M,B,0,3,966000
968,L,S,9916,38,967000
969,L,S,10013,483,968000
970,C,,262,0,969000
971,L,S,10022,458,970000
972,L,B,10037,456,971000
973,L,B,9986,170,972000
974,L,B,9966,374,973000
975,L,S,9900,153,974000
976,L,B,9886,79,975000
977,L,B,9945,45,976000
978,L,S,9965,14,977000
979,L,S,9974,42,978000
980,L,B,10016,459,979000
981,M,B,0,70,980000
982,L,B,9927,196,981000
983,L,B,9994,116,982000
984,M,S,0,20,983000
985,M,S,0,11,984000
986,M,S,0,53,985000
987,C,,500,0,986000
988,L,S,10074,420,987000
989,L,S,9940,294,988000
990,C,,915,0,989000
991,L,B,9856,438,990000
992,M,S,0,67,991000
993,M,S,0,80,992000
994,L,S,9846,86,993000
995,C,,440,0,994000
996,L,B,10051,350,995000
997,L,S,9912,133,996000
998,L,S,9910,414,997000
999,L,B,9953,142,998000
1000,L,S,10035,7,999000
1001,M,S,0,67,1000000
1002,M,B,0,20,1001000
1003,L,S,10008,474,1002000
1004,L,S,9843,403,1003000
1005,L,S,9962,197,1004000
1006,M,S,0,61,1005000
1007,L,B,10056,74,1006000
1008,L,S,9946,451,1007000
1009,L,B,10038,382,1008000
1010,L,B,9958,407,1009000
1011,L,B,10043,252,1010000
1012,C,,272,0,1011000
1013,C,,505,0,1012000
1014,L,S,9884,138,1013000
1015,M,S,0,12,1014000
1016,L,B,10043,422,1015000
1017,L,B,9936,29,1016000
1018,L,B,9994,160,1017000
1019,M,B,0,100,1018000
1020,C,,92,0,1019000
1021,L,S,10006,17,1020000
1022,L,S,10021,361,1021000
1023,L,B,9935,473,1022000
1024,L,B,10014,191,1023000
1025,L,B,10073,283,1024000
1026,L,B,9982,458,1025000
